video_id,gesture_label,original_source_dataset,original_split,assigned_split,train_test_usage,experiment_stage
vid_09225,Swipe Left,Jester,unknown,DS3,test,task3
vid_09226,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09227,Swipe Left,Jester,unknown,Train,train,baseline
vid_09228,Thumb Down,Jester,unknown,Train,train,baseline
vid_09229,Swipe Right,Jester,unknown,DS3,test,task3
vid_09230,Stop Sign,Jester,unknown,Train,train,baseline
vid_09231,Swipe Left,Jester,unknown,DS1,test,task1
vid_09232,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09233,Thumb Down,Jester,unknown,Train,train,baseline
vid_09234,Swipe Left,Jester,unknown,Train,train,baseline
vid_09235,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09236,Swipe Left,Jester,unknown,Train,train,baseline
vid_09237,Swipe Right,Jester,unknown,Train,train,baseline
vid_09238,Swipe Left,Jester,unknown,DS2,test,task2
vid_09239,Thumb Down,Jester,unknown,Train,train,baseline
vid_09240,Thumb Down,Jester,unknown,DS1,test,task1
vid_09241,Swipe Left,Jester,unknown,Train,train,baseline
vid_09242,Stop Sign,Jester,unknown,Train,train,baseline
vid_09243,Thumb Down,Jester,unknown,Train,train,baseline
vid_09244,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09245,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09246,Thumb Down,Jester,unknown,Train,train,baseline
vid_09247,Stop Sign,Jester,unknown,Train,train,baseline
vid_09248,Swipe Left,Jester,unknown,DS2,test,task2
vid_09249,Stop Sign,Jester,unknown,Train,train,baseline
vid_09250,Swipe Left,Jester,unknown,Train,train,baseline
vid_09251,Stop Sign,Jester,unknown,DS3,test,task3
vid_09252,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09253,Swipe Left,Jester,unknown,Train,train,baseline
vid_09254,Stop Sign,Jester,unknown,Train,train,baseline
vid_09255,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09256,Swipe Right,Jester,unknown,DS2,test,task2
vid_09257,Stop Sign,Jester,unknown,Train,train,baseline
vid_09258,Swipe Left,Jester,unknown,Train,train,baseline
vid_09259,Thumb Down,Jester,unknown,Train,train,baseline
vid_09260,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09261,Swipe Right,Jester,unknown,Train,train,baseline
vid_09262,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09263,Swipe Right,Jester,unknown,Train,train,baseline
vid_09264,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09265,Swipe Left,Jester,unknown,Train,train,baseline
vid_09266,Stop Sign,Jester,unknown,Train,train,baseline
vid_09267,Swipe Right,Jester,unknown,Train,train,baseline
vid_09268,Stop Sign,Jester,unknown,Train,train,baseline
vid_09269,Swipe Left,Jester,unknown,Train,train,baseline
vid_09270,Swipe Right,Jester,unknown,DS2,test,task2
vid_09271,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09272,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09273,Stop Sign,Jester,unknown,Train,train,baseline
vid_09274,Stop Sign,Jester,unknown,Train,train,baseline
vid_09275,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09276,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09277,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09278,Swipe Right,Jester,unknown,Train,train,baseline
vid_09279,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09280,Swipe Right,Jester,unknown,Train,train,baseline
vid_09281,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09282,Swipe Right,Jester,unknown,Train,train,baseline
vid_09283,Swipe Left,Jester,unknown,DS1,test,task1
vid_09284,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09285,Swipe Left,Jester,unknown,DS3,test,task3
vid_09286,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09287,Swipe Right,Jester,unknown,Train,train,baseline
vid_09288,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09289,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09290,Swipe Left,Jester,unknown,Train,train,baseline
vid_09291,Swipe Right,Jester,unknown,Train,train,baseline
vid_09292,Swipe Left,Jester,unknown,Train,train,baseline
vid_09293,Rolling Forward,Jester,unknown,DS1,test,task1
vid_09294,Swipe Right,Jester,unknown,Train,train,baseline
vid_09295,Rolling Forward,Jester,unknown,DS1,test,task1
vid_09296,Swipe Left,Jester,unknown,Train,train,baseline
vid_09297,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09298,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09299,Swipe Left,Jester,unknown,DS3,test,task3
vid_09300,Swipe Left,Jester,unknown,Train,train,baseline
vid_09301,Swipe Left,Jester,unknown,Train,train,baseline
vid_09302,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09303,Thumb Down,Jester,unknown,Train,train,baseline
vid_09304,Thumb Down,Jester,unknown,Train,train,baseline
vid_09305,Swipe Right,Jester,unknown,DS1,test,task1
vid_09306,Thumb Down,Jester,unknown,DS2,test,task2
vid_09307,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09308,Stop Sign,Jester,unknown,Train,train,baseline
vid_09309,Swipe Right,Jester,unknown,Train,train,baseline
vid_09310,Stop Sign,Jester,unknown,DS1,test,task1
vid_09311,Thumb Down,Jester,unknown,Train,train,baseline
vid_09312,Stop Sign,Jester,unknown,DS2,test,task2
vid_09313,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09314,Stop Sign,Jester,unknown,DS1,test,task1
vid_09315,Stop Sign,Jester,unknown,Train,train,baseline
vid_09316,Thumb Down,Jester,unknown,DS2,test,task2
vid_09317,Swipe Right,Jester,unknown,Train,train,baseline
vid_09318,Stop Sign,Jester,unknown,DS2,test,task2
vid_09319,Swipe Left,Jester,unknown,Train,train,baseline
vid_09320,Swipe Left,Jester,unknown,Train,train,baseline
vid_09321,Stop Sign,Jester,unknown,DS2,test,task2
vid_09322,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09323,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09324,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09325,Stop Sign,Jester,unknown,Train,train,baseline
vid_09326,Stop Sign,Jester,unknown,DS1,test,task1
vid_09327,Swipe Right,Jester,unknown,Train,train,baseline
vid_09328,Swipe Right,Jester,unknown,DS1,test,task1
vid_09329,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09330,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09331,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09332,Swipe Right,Jester,unknown,Train,train,baseline
vid_09333,Stop Sign,Jester,unknown,Train,train,baseline
vid_09334,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09335,Swipe Right,Jester,unknown,Train,train,baseline
vid_09336,Swipe Left,Jester,unknown,Train,train,baseline
vid_09337,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09338,Stop Sign,Jester,unknown,Train,train,baseline
vid_09339,Stop Sign,Jester,unknown,Train,train,baseline
vid_09340,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09341,Swipe Left,Jester,unknown,DS3,test,task3
vid_09342,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09343,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09344,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09345,Thumb Down,Jester,unknown,Train,train,baseline
vid_09346,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09347,Thumb Down,Jester,unknown,Train,train,baseline
vid_09348,Thumb Down,Jester,unknown,Train,train,baseline
vid_09349,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09350,Stop Sign,Jester,unknown,Train,train,baseline
vid_09351,Stop Sign,Jester,unknown,Train,train,baseline
vid_09352,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09353,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09354,Thumb Down,Jester,unknown,Train,train,baseline
vid_09355,Thumb Down,Jester,unknown,Train,train,baseline
vid_09356,Swipe Right,Jester,unknown,Train,train,baseline
vid_09357,Rolling Forward,Jester,unknown,DS1,test,task1
vid_09358,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09359,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09360,Thumb Down,Jester,unknown,Train,train,baseline
vid_09361,Swipe Right,Jester,unknown,DS1,test,task1
vid_09362,Swipe Left,Jester,unknown,DS1,test,task1
vid_09363,Swipe Left,Jester,unknown,DS3,test,task3
vid_09364,Swipe Right,Jester,unknown,Train,train,baseline
vid_09365,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09366,Stop Sign,Jester,unknown,Train,train,baseline
vid_09367,Swipe Left,Jester,unknown,DS3,test,task3
vid_09368,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09369,Thumb Down,Jester,unknown,DS3,test,task3
vid_09370,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09371,Swipe Right,Jester,unknown,Train,train,baseline
vid_09372,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09373,Swipe Left,Jester,unknown,Train,train,baseline
vid_09374,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09375,Thumb Down,Jester,unknown,Train,train,baseline
vid_09376,Swipe Left,Jester,unknown,Train,train,baseline
vid_09377,Swipe Right,Jester,unknown,Train,train,baseline
vid_09378,Thumb Down,Jester,unknown,DS3,test,task3
vid_09379,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09380,Swipe Right,Jester,unknown,Train,train,baseline
vid_09381,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09382,Swipe Left,Jester,unknown,Train,train,baseline
vid_09383,Thumb Down,Jester,unknown,Train,train,baseline
vid_09384,Swipe Left,Jester,unknown,Train,train,baseline
vid_09385,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09386,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09387,Swipe Left,Jester,unknown,Train,train,baseline
vid_09388,Stop Sign,Jester,unknown,Train,train,baseline
vid_09389,Thumb Down,Jester,unknown,Train,train,baseline
vid_09390,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09391,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09392,Stop Sign,Jester,unknown,Train,train,baseline
vid_09393,Thumb Down,Jester,unknown,DS3,test,task3
vid_09394,Swipe Left,Jester,unknown,DS3,test,task3
vid_09395,Stop Sign,Jester,unknown,Train,train,baseline
vid_09396,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09397,Swipe Left,Jester,unknown,Train,train,baseline
vid_09398,Thumb Down,Jester,unknown,Train,train,baseline
vid_09399,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09400,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09401,Swipe Right,Jester,unknown,Train,train,baseline
vid_09402,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09403,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09404,Swipe Right,Jester,unknown,Train,train,baseline
vid_09405,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09406,Stop Sign,Jester,unknown,Train,train,baseline
vid_09407,Swipe Left,Jester,unknown,Train,train,baseline
vid_09408,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09409,Thumb Down,Jester,unknown,Train,train,baseline
vid_09410,Stop Sign,Jester,unknown,Train,train,baseline
vid_09411,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09412,Swipe Left,Jester,unknown,Train,train,baseline
vid_09413,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09414,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09415,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09416,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09417,Thumb Down,Jester,unknown,Train,train,baseline
vid_09418,Swipe Right,Jester,unknown,DS1,test,task1
vid_09419,Swipe Left,Jester,unknown,Train,train,baseline
vid_09420,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09421,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09422,Thumb Down,Jester,unknown,Train,train,baseline
vid_09423,Swipe Right,Jester,unknown,Train,train,baseline
vid_09424,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09425,Stop Sign,Jester,unknown,DS3,test,task3
vid_09426,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09427,Thumb Down,Jester,unknown,Train,train,baseline
vid_09428,Thumb Down,Jester,unknown,Train,train,baseline
vid_09429,Swipe Right,Jester,unknown,Train,train,baseline
vid_09430,Stop Sign,Jester,unknown,Train,train,baseline
vid_09431,Thumb Down,Jester,unknown,Train,train,baseline
vid_09432,Stop Sign,Jester,unknown,Train,train,baseline
vid_09433,Swipe Right,Jester,unknown,Train,train,baseline
vid_09434,Swipe Left,Jester,unknown,Train,train,baseline
vid_09435,Thumb Down,Jester,unknown,Train,train,baseline
vid_09436,Swipe Left,Jester,unknown,Train,train,baseline
vid_09437,Swipe Left,Jester,unknown,Train,train,baseline
vid_09438,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09439,Swipe Right,Jester,unknown,DS1,test,task1
vid_09440,Stop Sign,Jester,unknown,DS1,test,task1
vid_09441,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09442,Thumb Down,Jester,unknown,Train,train,baseline
vid_09443,Stop Sign,Jester,unknown,Train,train,baseline
vid_09444,Swipe Left,Jester,unknown,Train,train,baseline
vid_09445,Stop Sign,Jester,unknown,Train,train,baseline
vid_09446,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09447,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09448,Stop Sign,Jester,unknown,Train,train,baseline
vid_09449,Thumb Down,Jester,unknown,DS3,test,task3
vid_09450,Thumb Down,Jester,unknown,Train,train,baseline
vid_09451,Stop Sign,Jester,unknown,Train,train,baseline
vid_09452,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09453,Thumb Down,Jester,unknown,DS2,test,task2
vid_09454,Swipe Right,Jester,unknown,Train,train,baseline
vid_09455,Swipe Right,Jester,unknown,DS2,test,task2
vid_09456,Stop Sign,Jester,unknown,DS3,test,task3
vid_09457,Swipe Right,Jester,unknown,Train,train,baseline
vid_09458,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09459,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09460,Thumb Down,Jester,unknown,Train,train,baseline
vid_09461,Stop Sign,Jester,unknown,Train,train,baseline
vid_09462,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09463,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09464,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09465,Thumb Down,Jester,unknown,Train,train,baseline
vid_09466,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09467,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09468,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09469,Swipe Right,Jester,unknown,Train,train,baseline
vid_09470,Rolling Forward,Jester,unknown,DS1,test,task1
vid_09471,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09472,Thumb Down,Jester,unknown,Train,train,baseline
vid_09473,Stop Sign,Jester,unknown,Train,train,baseline
vid_09474,Swipe Left,Jester,unknown,DS1,test,task1
vid_09475,Swipe Right,Jester,unknown,DS2,test,task2
vid_09476,Swipe Right,Jester,unknown,Train,train,baseline
vid_09477,Stop Sign,Jester,unknown,DS3,test,task3
vid_09478,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09479,Stop Sign,Jester,unknown,Train,train,baseline
vid_09480,Swipe Left,Jester,unknown,Train,train,baseline
vid_09481,Swipe Left,Jester,unknown,DS2,test,task2
vid_09482,Swipe Left,Jester,unknown,Train,train,baseline
vid_09483,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09484,Thumb Down,Jester,unknown,Train,train,baseline
vid_09485,Thumb Down,Jester,unknown,Train,train,baseline
vid_09486,Swipe Left,Jester,unknown,Train,train,baseline
vid_09487,Swipe Right,Jester,unknown,DS2,test,task2
vid_09488,Swipe Right,Jester,unknown,Train,train,baseline
vid_09489,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09490,Stop Sign,Jester,unknown,Train,train,baseline
vid_09491,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09492,Swipe Right,Jester,unknown,DS3,test,task3
vid_09493,Stop Sign,Jester,unknown,DS1,test,task1
vid_09494,Swipe Right,Jester,unknown,DS3,test,task3
vid_09495,Thumb Down,Jester,unknown,Train,train,baseline
vid_09496,Swipe Left,Jester,unknown,DS2,test,task2
vid_09497,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09498,Thumb Down,Jester,unknown,Train,train,baseline
vid_09499,Stop Sign,Jester,unknown,Train,train,baseline
vid_09500,Swipe Right,Jester,unknown,Train,train,baseline
vid_09501,Swipe Right,Jester,unknown,Train,train,baseline
vid_09502,Swipe Left,Jester,unknown,Train,train,baseline
vid_09503,Thumb Down,Jester,unknown,DS3,test,task3
vid_09504,Stop Sign,Jester,unknown,DS2,test,task2
vid_09505,Swipe Left,Jester,unknown,Train,train,baseline
vid_09506,Swipe Right,Jester,unknown,DS3,test,task3
vid_09507,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09508,Swipe Right,Jester,unknown,Train,train,baseline
vid_09509,Swipe Right,Jester,unknown,Train,train,baseline
vid_09510,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09511,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09512,Swipe Right,Jester,unknown,Train,train,baseline
vid_09513,Thumb Down,Jester,unknown,DS1,test,task1
vid_09514,Thumb Down,Jester,unknown,Train,train,baseline
vid_09515,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09516,Swipe Right,Jester,unknown,DS3,test,task3
vid_09517,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09518,Swipe Right,Jester,unknown,Train,train,baseline
vid_09519,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09520,Swipe Left,Jester,unknown,DS1,test,task1
vid_09521,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09522,Swipe Left,Jester,unknown,Train,train,baseline
vid_09523,Swipe Left,Jester,unknown,Train,train,baseline
vid_09524,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09525,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09526,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09527,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09528,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09529,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09530,Thumb Down,Jester,unknown,DS2,test,task2
vid_09531,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09532,Swipe Left,Jester,unknown,Train,train,baseline
vid_09533,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09534,Swipe Left,Jester,unknown,Train,train,baseline
vid_09535,Swipe Left,Jester,unknown,DS2,test,task2
vid_09536,Stop Sign,Jester,unknown,DS2,test,task2
vid_09537,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09538,Thumb Down,Jester,unknown,Train,train,baseline
vid_09539,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09540,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09541,Swipe Left,Jester,unknown,Train,train,baseline
vid_09542,Stop Sign,Jester,unknown,Train,train,baseline
vid_09543,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09544,Stop Sign,Jester,unknown,Train,train,baseline
vid_09545,Stop Sign,Jester,unknown,Train,train,baseline
vid_09546,Swipe Left,Jester,unknown,Train,train,baseline
vid_09547,Swipe Right,Jester,unknown,Train,train,baseline
vid_09548,Thumb Down,Jester,unknown,Train,train,baseline
vid_09549,Stop Sign,Jester,unknown,Train,train,baseline
vid_09550,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09551,Stop Sign,Jester,unknown,Train,train,baseline
vid_09552,Swipe Left,Jester,unknown,DS3,test,task3
vid_09553,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09554,Swipe Right,Jester,unknown,Train,train,baseline
vid_09555,Stop Sign,Jester,unknown,Train,train,baseline
vid_09556,Stop Sign,Jester,unknown,Train,train,baseline
vid_09557,Swipe Right,Jester,unknown,Train,train,baseline
vid_09558,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09559,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09560,Swipe Left,Jester,unknown,Train,train,baseline
vid_09561,Swipe Right,Jester,unknown,Train,train,baseline
vid_09562,Swipe Left,Jester,unknown,DS1,test,task1
vid_09563,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09564,Swipe Left,Jester,unknown,Train,train,baseline
vid_09565,Stop Sign,Jester,unknown,Train,train,baseline
vid_09566,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09567,Swipe Left,Jester,unknown,DS2,test,task2
vid_09568,Swipe Left,Jester,unknown,Train,train,baseline
vid_09569,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09570,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09571,Stop Sign,Jester,unknown,Train,train,baseline
vid_09572,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09573,Thumb Down,Jester,unknown,Train,train,baseline
vid_09574,Swipe Right,Jester,unknown,Train,train,baseline
vid_09575,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09576,Stop Sign,Jester,unknown,Train,train,baseline
vid_09577,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09578,Stop Sign,Jester,unknown,Train,train,baseline
vid_09579,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09580,Rolling Backward,Jester,unknown,DS3,test,task3
vid_09581,Thumb Down,Jester,unknown,Train,train,baseline
vid_09582,Swipe Left,Jester,unknown,DS3,test,task3
vid_09583,Stop Sign,Jester,unknown,DS3,test,task3
vid_09584,Stop Sign,Jester,unknown,Train,train,baseline
vid_09585,Swipe Right,Jester,unknown,Train,train,baseline
vid_09586,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09587,Swipe Right,Jester,unknown,DS2,test,task2
vid_09588,Stop Sign,Jester,unknown,Train,train,baseline
vid_09589,Stop Sign,Jester,unknown,Train,train,baseline
vid_09590,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09591,Thumb Down,Jester,unknown,Train,train,baseline
vid_09592,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09593,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09594,Swipe Left,Jester,unknown,DS2,test,task2
vid_09595,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09596,Thumb Down,Jester,unknown,DS1,test,task1
vid_09597,Swipe Left,Jester,unknown,Train,train,baseline
vid_09598,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09599,Thumb Down,Jester,unknown,Train,train,baseline
vid_09600,Swipe Right,Jester,unknown,Train,train,baseline
vid_09601,Thumb Down,Jester,unknown,Train,train,baseline
vid_09602,Stop Sign,Jester,unknown,Train,train,baseline
vid_09603,Swipe Right,Jester,unknown,Train,train,baseline
vid_09604,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09605,Swipe Left,Jester,unknown,Train,train,baseline
vid_09606,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09607,Stop Sign,Jester,unknown,Train,train,baseline
vid_09608,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09609,Stop Sign,Jester,unknown,Train,train,baseline
vid_09610,Swipe Right,Jester,unknown,Train,train,baseline
vid_09611,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09612,Stop Sign,Jester,unknown,DS3,test,task3
vid_09613,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09614,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09615,Thumb Down,Jester,unknown,Train,train,baseline
vid_09616,Thumb Down,Jester,unknown,Train,train,baseline
vid_09617,Swipe Left,Jester,unknown,Train,train,baseline
vid_09618,Swipe Left,Jester,unknown,DS1,test,task1
vid_09619,Thumb Down,Jester,unknown,Train,train,baseline
vid_09620,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09621,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09622,Stop Sign,Jester,unknown,Train,train,baseline
vid_09623,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09624,Swipe Left,Jester,unknown,DS2,test,task2
vid_09625,Swipe Right,Jester,unknown,DS3,test,task3
vid_09626,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09627,Thumb Down,Jester,unknown,Train,train,baseline
vid_09628,Rolling Forward,Jester,unknown,DS3,test,task3
vid_09629,Stop Sign,Jester,unknown,Train,train,baseline
vid_09630,Swipe Left,Jester,unknown,Train,train,baseline
vid_09631,Swipe Left,Jester,unknown,Train,train,baseline
vid_09632,Thumb Down,Jester,unknown,DS1,test,task1
vid_09633,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09634,Stop Sign,Jester,unknown,DS1,test,task1
vid_09635,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09636,Swipe Right,Jester,unknown,Train,train,baseline
vid_09637,Stop Sign,Jester,unknown,Train,train,baseline
vid_09638,Stop Sign,Jester,unknown,Train,train,baseline
vid_09639,Stop Sign,Jester,unknown,DS1,test,task1
vid_09640,Swipe Right,Jester,unknown,Train,train,baseline
vid_09641,Stop Sign,Jester,unknown,DS3,test,task3
vid_09642,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09643,Swipe Right,Jester,unknown,Train,train,baseline
vid_09644,Swipe Right,Jester,unknown,DS1,test,task1
vid_09645,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09646,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09647,Swipe Left,Jester,unknown,Train,train,baseline
vid_09648,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09649,Thumb Down,Jester,unknown,Train,train,baseline
vid_09650,Stop Sign,Jester,unknown,DS1,test,task1
vid_09651,Swipe Right,Jester,unknown,Train,train,baseline
vid_09652,Swipe Left,Jester,unknown,Train,train,baseline
vid_09653,Stop Sign,Jester,unknown,Train,train,baseline
vid_09654,Rolling Forward,Jester,unknown,DS1,test,task1
vid_09655,Swipe Left,Jester,unknown,DS1,test,task1
vid_09656,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09657,Thumb Down,Jester,unknown,Train,train,baseline
vid_09658,Swipe Left,Jester,unknown,Train,train,baseline
vid_09659,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09660,Swipe Left,Jester,unknown,Train,train,baseline
vid_09661,Swipe Left,Jester,unknown,DS3,test,task3
vid_09662,Thumb Down,Jester,unknown,Train,train,baseline
vid_09663,Swipe Left,Jester,unknown,DS1,test,task1
vid_09664,Swipe Right,Jester,unknown,DS2,test,task2
vid_09665,Swipe Left,Jester,unknown,Train,train,baseline
vid_09666,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09667,Rolling Forward,Jester,unknown,DS2,test,task2
vid_09668,Swipe Left,Jester,unknown,DS2,test,task2
vid_09669,Stop Sign,Jester,unknown,Train,train,baseline
vid_09670,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09671,Rolling Backward,Jester,unknown,DS1,test,task1
vid_09672,Stop Sign,Jester,unknown,Train,train,baseline
vid_09673,Thumb Down,Jester,unknown,Train,train,baseline
vid_09674,Rolling Backward,Jester,unknown,DS2,test,task2
vid_09675,Rolling Forward,Jester,unknown,Train,train,baseline
vid_09676,Swipe Left,Jester,unknown,DS2,test,task2
vid_09677,Swipe Right,Jester,unknown,Train,train,baseline
vid_09678,Stop Sign,Jester,unknown,DS2,test,task2
vid_09679,Swipe Right,Jester,unknown,Train,train,baseline
vid_09680,Swipe Left,Jester,unknown,Train,train,baseline
vid_09681,Swipe Left,Jester,unknown,Train,train,baseline
vid_09682,Rolling Backward,Jester,unknown,Train,train,baseline
vid_09683,Swipe Right,Jester,unknown,Train,train,baseline
